problem_name,agent_id,user_id,seconds
Binary Tree Depth,zimmerman,622,1129
Dynamic Queue,chi,118,4332
Circular Linked List,zimmerman,449,1608
Sorted List,zimmerman,449,866
Dynamic Queue,zimmerman,62,4151
Averager,baseline,125,796
Circular Linked List,chi,618,1598
Sorted List,chi,7,2440
Binary Tree Depth,zimmerman,429,270
Sorted List,zimmerman,811,2620
Circular Linked List,chi,383,2869
Binary Tree Depth,zimmerman,350,236
Sorted List,chi,428,1631
Dynamic Queue,chi,301,3512
Sorted List,baseline,375,171
Circular Linked List,zimmerman,465,780
Dynamic Queue,chi,691,5286
Sorted List,zimmerman,786,1216
Circular Linked List,chi,7,3235
Circular Linked List,zimmerman,429,328
Dynamic Queue,zimmerman,99,3024
Set Product,zimmerman,773,449
Complex Numbers,chi,254,5049
Binary Tree Depth,zimmerman,465,1407
Binary Tree Depth,zimmerman,99,1788
Complex Numbers,zimmerman,726,5479
Circular Linked List,baseline,467,2000
Dynamic Queue,zimmerman,622,25
Circular Linked List,zimmerman,129,3020
Circular Linked List,baseline,224,3874
Circular Linked List,baseline,729,2693
Circular Linked List,baseline,648,3613
Circular Linked List,chi,205,2926
Dynamic Queue,zimmerman,550,1503
Circular Linked List,baseline,463,1239
Sorted List,zimmerman,242,1412
Circular Linked List,zimmerman,202,2199
Circular Linked List,zimmerman,759,8232
Sorted List,baseline,416,2440
Sorted List,baseline,463,357
Circular Linked List,zimmerman,511,5758
Circular Linked List,baseline,770,4229
Averager,baseline,54,1578
Dynamic Queue,zimmerman,778,3774
Complex Numbers,baseline,608,1321
Circular Linked List,baseline,307,60
Circular Linked List,zimmerman,486,3612
Circular Linked List,baseline,742,2023
Binary Tree Depth,zimmerman,588,1471
Binary Tree Depth,zimmerman,215,1418
Set Product,zimmerman,794,30
Dynamic Queue,baseline,393,2931
Binary Tree Depth,chi,680,951
Averager,zimmerman,726,916
Binary Tree Depth,zimmerman,754,1222
Dynamic Queue,chi,802,79
Sorted List,zimmerman,429,2933
Circular Linked List,zimmerman,656,5180
Averager,chi,254,942
Dynamic Queue,chi,136,3756
Sorted List,zimmerman,793,2965
Circular Linked List,chi,385,2490
Dynamic Queue,baseline,23,4693
Sorted List,zimmerman,233,1846
Sorted List,baseline,634,2516
Dynamic Queue,baseline,607,2535
Averager,baseline,608,750
Dynamic Queue,zimmerman,666,3455
Binary Tree Depth,chi,10,294
Sorted List,zimmerman,584,3373
Dynamic Queue,chi,231,4328
Circular Linked List,baseline,239,1805
Averager,chi,90,406
Sorted List,zimmerman,292,2980
Dynamic Queue,chi,713,2742
Dynamic Queue,chi,260,1127
Dynamic Queue,baseline,119,4660
Dynamic Queue,baseline,327,3870
Circular Linked List,baseline,684,4009
Binary Tree Depth,chi,212,3420
Sorted List,baseline,239,1361
Sorted List,baseline,406,1261
Dynamic Queue,baseline,82,6604
Sorted List,zimmerman,129,1890
Dynamic Queue,chi,730,3522
Sorted List,baseline,684,1516
Binary Tree Depth,chi,178,1358
Binary Tree Depth,chi,474,3600
Dynamic Queue,zimmerman,766,1901
Binary Tree Depth,baseline,119,1107
Circular Linked List,chi,715,4641
Dynamic Queue,chi,263,2794
Circular Linked List,zimmerman,111,4293
Sorted List,zimmerman,511,3222
Averager,zimmerman,665,1982
Set Product,zimmerman,195,3519
Binary Tree Depth,zimmerman,778,2045
Binary Tree Depth,chi,688,797
Binary Tree Depth,chi,594,1579
Dynamic Queue,chi,474,2585
Dynamic Queue,baseline,29,88
Dynamic Queue,chi,543,7551
Sorted List,zimmerman,202,3194
Binary Tree Depth,baseline,23,1480
Sorted List,zimmerman,279,5537
Dynamic Queue,chi,10,528
Dynamic Queue,chi,688,3819
Circular Linked List,zimmerman,504,5920
Binary Tree Depth,baseline,29,641
Sorted List,baseline,652,1786
Binary Tree Depth,chi,730,465
Circular Linked List,zimmerman,423,4779
Circular Linked List,zimmerman,389,9168
Circular Linked List,chi,807,9443
Circular Linked List,chi,606,276
Circular Linked List,baseline,276,4349
Dynamic Queue,zimmerman,540,2584
Sorted List,baseline,587,1616
Circular Linked List,baseline,652,2725
Sorted List,zimmerman,423,248
Circular Linked List,baseline,768,2579
Circular Linked List,baseline,587,3633
Dynamic Queue,chi,22,516
Dynamic Queue,zimmerman,56,14277
Circular Linked List,zimmerman,345,5444
Sorted List,chi,715,3297
Sorted List,zimmerman,504,4228
Binary Tree Depth,baseline,327,1601
Dynamic Queue,baseline,586,3306
Dynamic Queue,baseline,420,1893
Binary Tree Depth,baseline,393,574
Dynamic Queue,zimmerman,473,77
Circular Linked List,zimmerman,299,2948
Sorted List,chi,205,1376
Circular Linked List,chi,187,3228
Binary Tree Depth,chi,462,1043
Sorted List,zimmerman,299,2012
Sorted List,zimmerman,759,1786
Dynamic Queue,zimmerman,235,10034
Dynamic Queue,baseline,163,1882
Sorted List,baseline,362,630
Binary Tree Depth,chi,713,2084
Circular Linked List,zimmerman,530,2991
Sorted List,chi,116,2233
Sorted List,baseline,648,1578
Binary Tree Depth,baseline,568,1675
Binary Tree Depth,zimmerman,666,842
Dynamic Queue,baseline,373,2790
Circular Linked List,chi,143,3804
Circular Linked List,zimmerman,14,1999
Circular Linked List,zimmerman,560,5478
Circular Linked List,chi,677,3566
Circular Linked List,chi,217,3763
Complex Numbers,zimmerman,232,931
Sorted List,zimmerman,14,1194
Circular Linked List,zimmerman,716,5269
Binary Tree Depth,baseline,362,637
Binary Tree Depth,zimmerman,804,2181
Circular Linked List,chi,411,3279
Binary Tree Depth,zimmerman,540,1244
Binary Tree Depth,zimmerman,190,1359
Dynamic Queue,chi,484,4615
Dynamic Queue,zimmerman,774,4814
Sorted List,zimmerman,486,1948
Sorted List,chi,383,2549
Sorted List,zimmerman,456,2034
Circular Linked List,zimmerman,456,4517
Dynamic Queue,chi,112,4836
Circular Linked List,chi,649,2707
Sorted List,chi,143,2864
Sorted List,zimmerman,111,826
Binary Tree Depth,baseline,82,4973
Sorted List,baseline,38,550
Sorted List,chi,489,2901
Circular Linked List,zimmerman,479,4115
Sorted List,chi,187,1403
Dynamic Queue,zimmerman,254,5468
Binary Tree Depth,zimmerman,748,1833
Binary Tree Depth,chi,118,965
Dynamic Queue,chi,462,1028
Circular Linked List,baseline,50,2449
Dynamic Queue,zimmerman,90,2903
Dynamic Queue,baseline,28,1796
Sorted List,zimmerman,345,3926
Dynamic Queue,zimmerman,215,5272
Circular Linked List,baseline,38,780
Dynamic Queue,baseline,315,6354
Sorted List,zimmerman,479,1930
Dynamic Queue,chi,60,3938
Circular Linked List,chi,92,4065
Sorted List,zimmerman,644,2431
Dynamic Queue,zimmerman,190,3616
Circular Linked List,zimmerman,681,3238
Dynamic Queue,chi,101,6880
Circular Linked List,baseline,176,1131
Binary Tree Depth,baseline,785,821
Dynamic Queue,chi,34,5928
Circular Linked List,baseline,28,524
Binary Tree Depth,baseline,353,232
Dynamic Queue,baseline,353,1335
Circular Linked List,baseline,31,1020
Dynamic Queue,baseline,785,3488
Dynamic Queue,chi,54,7571
Sorted List,baseline,589,739
Binary Tree Depth,chi,101,1955
Sorted List,baseline,176,1111
Dynamic Queue,chi,104,3697
Sorted List,chi,411,1408
Dynamic Queue,chi,594,147
Circular Linked List,chi,95,3126
Sorted List,chi,8,2734
Binary Tree Depth,zimmerman,90,589
Sorted List,baseline,185,1102
Circular Linked List,baseline,542,2537
Sorted List,zimmerman,530,388
Sorted List,chi,744,2653
Sorted List,zimmerman,189,3810
Dynamic Queue,chi,529,5942
Sorted List,baseline,50,1137
Binary Tree Depth,zimmerman,56,5989
Binary Tree Depth,chi,691,2460
Sorted List,zimmerman,630,1296
Sorted List,chi,576,2104
Dynamic Queue,chi,309,5116
Circular Linked List,baseline,654,43
Sorted List,baseline,31,1382
Sorted List,zimmerman,662,569
Circular Linked List,zimmerman,611,5135
Circular Linked List,chi,489,3024
All permutations,zimmerman,356,3621
Sorted List,baseline,542,1197
Dynamic Queue,chi,518,6352
Binary Tree Depth,chi,309,2031
Circular Linked List,zimmerman,284,4443
Circular Linked List,zimmerman,662,3240
Sorted List,baseline,535,760
Binary Tree Depth,chi,136,976
Sorted List,zimmerman,681,1392
Binary Tree Depth,baseline,382,768
Circular Linked List,baseline,495,1823
Circular Linked List,zimmerman,538,3260
Circular Linked List,zimmerman,135,89
Circular Linked List,zimmerman,279,4041
Dynamic Queue,baseline,517,712
Circular Linked List,baseline,188,2790
Circular Linked List,chi,576,3800
Sorted List,baseline,467,2326
Binary Tree Depth,zimmerman,69,1533
Dynamic Queue,zimmerman,69,724
Circular Linked List,zimmerman,305,118
Dynamic Queue,chi,548,5104
Circular Linked List,zimmerman,66,3217
Circular Linked List,baseline,634,2420
Circular Linked List,baseline,339,2590
Understanding Pointers - First_Char,zimmerman,430,129
Dynamic Queue,baseline,296,3880
Binary Tree Depth,baseline,225,1490
Dynamic Queue,chi,363,4324
Circular Linked List,zimmerman,80,3544
Binary Tree Depth,baseline,315,2180
Circular Linked List,chi,86,3104
Sorted List,chi,618,246
Circular Linked List,chi,220,6726
Sorted List,baseline,800,1469
Sorted List,chi,580,1240
Sorted List,zimmerman,716,2738
Circular Linked List,zimmerman,494,2364
Sorted List,baseline,722,1126
Sorted List,zimmerman,494,2570
Sorted List,chi,807,1452
Dynamic Queue,baseline,225,5075
Binary Tree Depth,chi,363,2167
Circular Linked List,zimmerman,379,3567
Binary Tree Depth,chi,104,1513
Circular Linked List,baseline,536,1883
Circular Linked List,chi,21,151
Sorted List,zimmerman,144,1615
Sorted List,baseline,808,1629
Circular Linked List,chi,667,6222
Sorted List,zimmerman,305,88
Complex Numbers,baseline,147,4494
Circular Linked List,zimmerman,240,5008
Sorted List,baseline,188,1397
Circular Linked List,baseline,317,1161
Dynamic Queue,baseline,764,3852
Complex Numbers,baseline,510,179
Circular Linked List,chi,398,3116
Complex Numbers,zimmerman,665,5397
Circular Linked List,chi,580,3915
Sorted List,zimmerman,611,670
Averager,baseline,147,981
Dynamic Queue,zimmerman,566,3922
Sorted List,chi,396,3947
Sorted List,zimmerman,270,1467
Binary Tree Depth,chi,147,1771
Sorted List,zimmerman,80,1508
Dynamic Queue,baseline,726,5086
Binary Tree Depth,zimmerman,566,1069
Sorted List,baseline,696,268
Sorted List,chi,17,1195
Sorted List,zimmerman,275,3593
All permutations,baseline,597,3209
Averager,baseline,510,71
Binary Tree Depth,zimmerman,216,1229
Circular Linked List,baseline,63,2
Circular Linked List,chi,17,2280
Dynamic Queue,baseline,531,2929
Sorted List,baseline,692,570
Sorted List,chi,77,2676
Dynamic Queue,baseline,431,523
Dynamic Queue,chi,147,4138
Circular Linked List,baseline,362,540
Circular Linked List,zimmerman,464,1346
Sorted List,zimmerman,379,2082
Dynamic Queue,baseline,567,4238
Dynamic Queue,baseline,447,2208
Circular Linked List,baseline,739,989
Circular Linked List,zimmerman,755,1657
Binary Tree Depth,chi,222,1822
Circular Linked List,chi,625,251
Dynamic Queue,chi,788,90
Sorted List,chi,677,329
Circular Linked List,zimmerman,550,1078
Sorted List,baseline,343,77
Circular Linked List,zimmerman,137,2275
Binary Tree Depth,baseline,531,1369
Dynamic Queue,zimmerman,461,2750
Circular Linked List,zimmerman,793,6379
Dynamic Queue,zimmerman,471,753
Circular Linked List,baseline,460,2801
Circular Linked List,chi,396,2463
Binary Tree Depth,zimmerman,550,770
Circular Linked List,chi,117,3358
Sorted List,baseline,460,947
Circular Linked List,chi,77,2722
Dynamic Queue,zimmerman,676,375
Binary Tree Depth,zimmerman,471,1911
Circular Linked List,baseline,547,228
Binary Tree Depth,zimmerman,91,2668
Dynamic Queue,baseline,249,4520
Circular Linked List,zimmerman,144,2242
Dynamic Queue,baseline,343,5958
Binary Tree Depth,baseline,420,60
Sorted List,baseline,768,3379
Circular Linked List,baseline,796,1697
Binary Tree Depth,zimmerman,403,1745
Sorted List,zimmerman,755,1024
Circular Linked List,zimmerman,73,3586
Complex Numbers,zimmerman,446,662
Dynamic Queue,chi,306,4408
Binary Tree Depth,baseline,801,1446
Sorted List,chi,256,96
Circular Linked List,chi,442,3662
Dynamic Queue,baseline,472,1181
Circular Linked List,zimmerman,797,3237
Dynamic Queue,baseline,665,6000
Dynamic Queue,zimmerman,115,6090
Binary Tree Depth,baseline,249,983
Dynamic Queue,zimmerman,253,5358
Circular Linked List,chi,561,4057
Binary Tree Depth,baseline,726,2961
Averager,zimmerman,446,76
Binary Tree Depth,chi,306,64
Binary Tree Depth,baseline,586,2135
Dynamic Queue,zimmerman,631,363
Circular Linked List,zimmerman,498,3088
Circular Linked List,chi,93,2203
Dynamic Queue,baseline,801,86
Circular Linked List,chi,74,461
Circular Linked List,zimmerman,639,5903
Binary Tree Depth,chi,263,994
Binary Tree Depth,baseline,632,73
Binary Tree Depth,zimmerman,253,1766
Dynamic Queue,zimmerman,403,3930
Dynamic Queue,zimmerman,169,88
Binary Tree Depth,zimmerman,461,684
Binary Tree Depth,baseline,607,1072
Circular Linked List,chi,198,3778
All permutations,zimmerman,354,1964
Sorted List,baseline,770,1256
Circular Linked List,chi,175,1066
Set Product,zimmerman,354,842
Binary Tree Depth,zimmerman,602,6902
Sorted List,chi,117,1846
Dynamic Queue,chi,70,4849
Sorted List,zimmerman,391,119
Sorted List,baseline,276,1581
Sorted List,chi,561,2290
Dynamic Queue,baseline,710,4950
Sorted List,chi,93,429
Circular Linked List,zimmerman,289,60
Sorted List,zimmerman,592,4031
Dynamic Queue,baseline,657,1293
Sorted List,chi,198,1266
Circular Linked List,baseline,800,1792
Circular Linked List,baseline,352,3927
Dynamic Queue,zimmerman,149,1529
Averager,zimmerman,640,1707
Set Product,zimmerman,640,5456
Circular Linked List,baseline,586,2735
Circular Linked List,zimmerman,254,5770
Dynamic Queue,zimmerman,397,3698
Sorted List,zimmerman,267,30
Circular Linked List,zimmerman,592,2793
Circular Linked List,baseline,599,105
Sorted List,zimmerman,213,2090
Complex Numbers,zimmerman,354,1789
Binary Tree Depth,baseline,710,2748
Binary Tree Depth,zimmerman,96,491
Dynamic Queue,zimmerman,368,1819
Binary Tree Depth,zimmerman,361,204
Dynamic Queue,chi,731,2610
Dynamic Queue,chi,321,1800
Binary Tree Depth,zimmerman,149,1067
Dynamic Queue,baseline,480,2948
Circular Linked List,chi,633,3522
Sorted List,chi,86,2322
Sorted List,zimmerman,639,1954
Circular Linked List,zimmerman,725,2428
Sorted List,zimmerman,464,1545
Sorted List,zimmerman,725,1154
Averager,zimmerman,354,400
Dynamic Queue,chi,795,6075
Dynamic Queue,chi,735,4789
Circular Linked List,baseline,407,1100
Sorted List,baseline,262,70
Sorted List,baseline,418,6195
Binary Tree Depth,baseline,499,180
Circular Linked List,baseline,777,3294
Circular Linked List,chi,58,1170
Sorted List,chi,667,1213
Sorted List,chi,341,1514
Sorted List,zimmerman,571,89
Binary Tree Depth,baseline,480,1215
Dynamic Queue,baseline,320,2345
Sorted List,zimmerman,24,477
Sorted List,zimmerman,284,1274
Binary Tree Depth,baseline,447,61
Sorted List,baseline,739,67
Sorted List,chi,243,1678
Sorted List,zimmerman,498,180
Binary Tree Depth,baseline,665,111
Circular Linked List,baseline,690,832
Sorted List,zimmerman,304,3325
Binary Tree Depth,zimmerman,774,423
Circular Linked List,zimmerman,500,1562
Dynamic Queue,zimmerman,369,418
Sorted List,chi,398,593
Sorted List,zimmerman,560,232
Dynamic Queue,chi,122,1279
Binary Tree Depth,baseline,354,1272
Sorted List,chi,335,211
Sorted List,baseline,777,1600
Circular Linked List,zimmerman,364,4273
Circular Linked List,baseline,418,790
Circular Linked List,chi,433,3716
Understanding Pointers - First_Char,chi,226,511
Binary Tree Depth,chi,672,2577
Binary Tree Depth,zimmerman,676,181
Sorted List,chi,433,850
Circular Linked List,baseline,785,968
Dynamic Queue,baseline,354,3154
Binary Tree Depth,baseline,378,1751
Circular Linked List,zimmerman,213,2596
Circular Linked List,zimmerman,294,2789
Sorted List,zimmerman,609,150
Binary Tree Depth,zimmerman,115,128
Binary Tree Depth,baseline,440,58
Dynamic Queue,baseline,499,3212
Circular Linked List,chi,596,4564
Sorted List,chi,596,1534
Sorted List,chi,220,778
Sorted List,chi,95,1227
Circular Linked List,baseline,262,3151
Binary Tree Depth,zimmerman,397,1520
Binary Tree Depth,chi,597,3424
Circular Linked List,zimmerman,579,150
Binary Tree Depth,baseline,750,1382
Dynamic Queue,chi,65,4514
Binary Tree Depth,baseline,421,624
Dynamic Queue,chi,51,8285
Dynamic Queue,chi,647,5076
Sorted List,zimmerman,294,119
Dynamic Queue,baseline,614,1762
Binary Tree Depth,zimmerman,562,1745
Binary Tree Depth,baseline,209,364
Dynamic Queue,zimmerman,417,4079
Array-based Vector - Rule of Three,chi,722,480
Circular Linked List,baseline,355,1774
Understanding Pointers - First_Char,chi,162,409
Sorted List,chi,385,2729
Array-based Vector - Rule of Three,baseline,72,513
Binary Tree Depth,chi,661,119
Sorted List,baseline,355,1440
Binary Tree Depth,chi,647,1358
Dynamic Queue,baseline,308,666
Circular Linked List,zimmerman,146,90
Dynamic Queue,baseline,342,7561
Dynamic Queue,baseline,738,2612
Understanding Pointers - First_Char,baseline,278,307
Binary Tree Depth,baseline,78,488
Dynamic Queue,zimmerman,257,1756
Dynamic Queue,baseline,78,3218
Understanding Pointers - First_Char,baseline,111,385
Array-based Vector - Rule of Three,chi,162,1290
Dynamic Queue,zimmerman,388,4233
Understanding Pointers - First_Char,chi,806,150
Array-based Vector - Rule of Three,baseline,111,1120
Dynamic Queue,baseline,421,2377
Sorted List,chi,58,1222
Binary Tree Depth,zimmerman,810,1919
Binary Tree Depth,baseline,12,294
Binary Tree Depth,zimmerman,388,693
Binary Tree Depth,baseline,451,570
Dynamic Queue,zimmerman,216,2243
Array-based Vector - Rule of Three,zimmerman,58,187
Sorted List,zimmerman,557,2275
Binary Tree Depth,zimmerman,481,1254
Dynamic Queue,zimmerman,47,9706
Circular Linked List,baseline,539,1132
Dynamic Queue,baseline,451,2803
Dynamic Queue,baseline,12,105
Dynamic Queue,zimmerman,570,4020
Sorted List,zimmerman,146,124
Binary Tree Depth,chi,548,1816
Dynamic Queue,zimmerman,775,1629
Binary Tree Depth,baseline,227,255
Circular Linked List,baseline,454,253
Binary Tree Depth,baseline,567,935
Dynamic Queue,zimmerman,562,1192
Circular Linked List,chi,243,2181
Sorted List,baseline,407,854
Sorted List,zimmerman,364,1077
Sorted List,chi,694,2649
Circular Linked List,zimmerman,557,2783
Understanding Pointers - First_Char,chi,692,636
Circular Linked List,baseline,642,191
Dynamic Queue,baseline,76,2523
Binary Tree Depth,baseline,502,2044
Binary Tree Depth,chi,529,2538
Dynamic Queue,chi,123,363
Binary Tree Depth,baseline,409,480
Sorted List,zimmerman,538,714
Dynamic Queue,zimmerman,337,291
Understanding Pointers - First_Char,baseline,366,60
Binary Tree Depth,zimmerman,525,150
Sorted List,baseline,539,29
Binary Tree Depth,chi,518,813
Understanding Pointers - First_Char,chi,798,1345
Binary Tree Depth,baseline,76,921
Circular Linked List,baseline,258,1236
Circular Linked List,zimmerman,734,2589
Sorted List,chi,707,1080
Circular Linked List,baseline,432,2272
Dynamic Queue,chi,390,1453
Dynamic Queue,baseline,409,2840
Circular Linked List,zimmerman,94,5299
Binary Tree Depth,chi,123,60
Dynamic Queue,chi,178,5369
Binary Tree Depth,zimmerman,417,1608
Binary Tree Depth,baseline,283,1152
Dynamic Queue,zimmerman,603,4421
Circular Linked List,zimmerman,370,2567
Sorted List,baseline,352,1061
Sorted List,baseline,134,2766
Circular Linked List,chi,707,4201
Dynamic Queue,chi,672,3670
Dynamic Queue,baseline,298,5302
Circular Linked List,zimmerman,520,4037
Dynamic Queue,chi,251,2585
Sorted List,baseline,432,791
Sorted List,zimmerman,797,352
Circular Linked List,baseline,134,2521
Binary Tree Depth,chi,251,1545
Binary Tree Depth,chi,65,1080
Binary Tree Depth,baseline,298,2610
Circular Linked List,chi,548,3689
Binary Tree Depth,chi,390,455
Array-based Vector - Rule of Three,baseline,444,212
Averager,chi,155,1337
Binary Tree Depth,baseline,764,1377
Sorted List,zimmerman,370,634
Sorted List,baseline,690,936
Circular Linked List,chi,659,2687
Array-based Vector - Rule of Three,chi,758,1273
Understanding Pointers - First_Char,baseline,345,599
Dynamic Queue,chi,230,1720
Binary Tree Depth,baseline,320,569
Array-based Vector - Rule of Three,chi,806,510
Binary Tree Depth,zimmerman,603,1739
Array-based Vector - Rule of Three,chi,692,1636
Circular Linked List,chi,577,2791
Understanding Pointers - First_Char,baseline,304,652
Dynamic Queue,zimmerman,602,7276
Dynamic Queue,chi,506,1708
Binary Tree Depth,chi,735,2305
Array-based Vector - Rule of Three,baseline,304,1988
Binary Tree Depth,chi,54,3115
Sorted List,chi,577,2103
Circular Linked List,chi,551,2236
All permutations,zimmerman,195,2308
Array-based Vector - Rule of Three,baseline,278,332
Circular Linked List,chi,203,3260
Binary Tree Depth,chi,125,86
Circular Linked List,chi,161,4205
Array-based Vector - Rule of Three,zimmerman,430,4312
Array-based Vector - Rule of Three,zimmerman,64,734
Circular Linked List,chi,19,281
Complex Numbers,zimmerman,303,908
Array-based Vector - Rule of Three,chi,446,400
Sorted List,zimmerman,94,2543
Circular Linked List,chi,263,63
Circular Linked List,zimmerman,783,917
Circular Linked List,zimmerman,235,8138
Circular Linked List,chi,309,9214
Array-based Vector - Rule of Three,baseline,345,1999
Binary Tree Depth,chi,55,1945
All permutations,zimmerman,640,2596
Circular Linked List,zimmerman,69,1232
Circular Linked List,chi,744,4047
Understanding Pointers - First_Char,chi,670,118
Array-based Vector - Rule of Three,baseline,449,1163
Array-based Vector - Rule of Three,chi,670,858
Complex Numbers,zimmerman,195,4168
Sorted List,baseline,224,1468
Array-based Vector - Rule of Three,chi,493,419
Circular Linked List,zimmerman,453,380
Array-based Vector - Rule of Three,chi,528,149
Understanding Pointers - First_Char,baseline,202,813
Sorted List,zimmerman,699,178
Sorted List,baseline,258,1204
Sorted List,zimmerman,149,485
Circular Linked List,zimmerman,337,99
Array-based Vector - Rule of Three,chi,798,975
Circular Linked List,chi,136,5140
Circular Linked List,zimmerman,280,30
Circular Linked List,zimmerman,388,3227
Circular Linked List,zimmerman,149,2531
Circular Linked List,chi,450,4159
Dynamic Queue,baseline,282,527
Understanding Pointers - First_Char,baseline,405,432
Circular Linked List,baseline,771,4993
Circular Linked List,zimmerman,693,3725
Array-based Vector - Rule of Three,zimmerman,302,510
Circular Linked List,chi,691,2330
Understanding Pointers - First_Char,baseline,279,147
Circular Linked List,chi,123,734
Circular Linked List,baseline,704,2745
Circular Linked List,chi,244,1226
Array-based Vector - Rule of Three,baseline,279,1335
Circular Linked List,chi,730,1320
Sorted List,chi,92,118
Dynamic Queue,zimmerman,423,3389
Understanding Pointers - First_Char,baseline,811,380
Circular Linked List,chi,363,10819
Dynamic Queue,chi,33,846
Circular Linked List,chi,306,3705
Understanding Pointers - First_Char,zimmerman,302,240
Circular Linked List,zimmerman,754,4391
Circular Linked List,baseline,249,4234
Circular Linked List,zimmerman,588,3243
Sorted List,baseline,503,896
Understanding Pointers - First_Char,zimmerman,398,1164
Sorted List,chi,161,1816
Circular Linked List,chi,312,3045
Array-based Vector - Rule of Three,baseline,811,892
Sorted List,zimmerman,186,1416
Circular Linked List,chi,27,3045
Array-based Vector - Rule of Three,baseline,128,1889
Understanding Pointers - First_Char,baseline,449,497
Circular Linked List,baseline,568,403
Sorted List,zimmerman,734,1864
Circular Linked List,baseline,726,2646
Circular Linked List,chi,490,3949
Circular Linked List,chi,33,161
Understanding Pointers - First_Char,chi,729,1586
Understanding Pointers - First_Char,chi,767,1157
Understanding Pointers - First_Char,zimmerman,198,1050
Circular Linked List,baseline,76,2114
Circular Linked List,chi,52,3551
Circular Linked List,chi,65,257
Understanding Pointers - First_Char,baseline,367,360
Understanding Pointers - First_Char,baseline,80,510
Sorted List,zimmerman,804,1182
Understanding Pointers - First_Char,chi,770,285
Array-based Vector - Rule of Three,chi,749,872
Understanding Pointers - First_Char,baseline,240,557
Array-based Vector - Rule of Three,baseline,80,922
Array-based Vector - Rule of Three,zimmerman,198,1799
Dynamic Queue,chi,608,7139
Array-based Vector - Rule of Three,baseline,405,1879
Sorted List,baseline,393,1138
Dynamic Queue,chi,268,4029
Sorted List,zimmerman,11,2941
Array-based Vector - Rule of Three,chi,507,1252
Array-based Vector - Rule of Three,chi,729,3522
Array-based Vector - Rule of Three,chi,767,2413
Array-based Vector - Rule of Three,baseline,365,1038
Array-based Vector - Rule of Three,baseline,73,500
Array-based Vector - Rule of Three,zimmerman,398,1772
Sorted List,baseline,23,1347
Array-based Vector - Rule of Three,baseline,367,969
Set Product,baseline,310,1088
Understanding Pointers - First_Char,chi,126,810
Array-based Vector - Rule of Three,chi,126,1805
Circular Linked List,chi,529,5959
Sorted List,zimmerman,754,2905
Circular Linked List,baseline,393,2211
Sorted List,chi,363,1259
Sorted List,chi,27,2609
Understanding Pointers - First_Char,zimmerman,515,728
Array-based Vector - Rule of Three,chi,770,3576
Understanding Pointers - First_Char,chi,684,465
Array-based Vector - Rule of Three,chi,416,3694
Understanding Pointers - First_Char,baseline,73,157
Array-based Vector - Rule of Three,chi,684,1486
Understanding Pointers - First_Char,chi,740,112
Array-based Vector - Rule of Three,zimmerman,271,995
Circular Linked List,zimmerman,720,2310
Array-based Vector - Rule of Three,chi,719,24
Sorted List,chi,551,499
Circular Linked List,baseline,23,2054
Circular Linked List,chi,212,3869
Circular Linked List,chi,260,72
Array-based Vector - Rule of Three,zimmerman,414,1741
Circular Linked List,chi,234,1472
Array-based Vector - Rule of Three,zimmerman,89,29
Array-based Vector - Rule of Three,chi,375,1613
Array-based Vector - Rule of Three,chi,218,2570
Sorted List,zimmerman,388,2239
Understanding Pointers - First_Char,baseline,669,268
Circular Linked List,zimmerman,199,2026
Complex Numbers,baseline,310,765
Dynamic Queue,baseline,336,103
Array-based Vector - Rule of Three,chi,740,1651
Circular Linked List,chi,680,2764
Sorted List,chi,52,2214
Understanding Pointers - First_Char,baseline,284,523
Sorted List,chi,136,2223
Sorted List,chi,680,1252
Understanding Pointers - First_Char,baseline,644,841
Circular Linked List,baseline,421,2766
Array-based Vector - Rule of Three,baseline,669,4419
Circular Linked List,chi,118,4680
Understanding Pointers - First_Char,baseline,762,90
Understanding Pointers - First_Char,baseline,557,212
Sorted List,chi,234,1784
Understanding Pointers - First_Char,baseline,149,250
Sorted List,baseline,627,1439
Array-based Vector - Rule of Three,chi,412,2206
All permutations,baseline,310,862
Sorted List,baseline,421,1585
Understanding Pointers - First_Char,chi,412,510
Sorted List,chi,173,2636
Array-based Vector - Rule of Three,baseline,557,1402
Array-based Vector - Rule of Three,baseline,494,412
Binary Tree Depth,zimmerman,494,1584
Complex Numbers,zimmerman,336,116
Understanding Pointers - First_Char,chi,416,703
Averager,zimmerman,336,24
Understanding Pointers - First_Char,zimmerman,8,916
Sorted List,chi,212,2140
Understanding Pointers - First_Char,zimmerman,271,291
Circular Linked List,zimmerman,186,4634
Understanding Pointers - First_Char,zimmerman,143,480
Array-based Vector - Rule of Three,baseline,571,350
Understanding Pointers - First_Char,zimmerman,489,837
Circular Linked List,baseline,12,1852
Circular Linked List,chi,781,3580
Understanding Pointers - First_Char,baseline,530,926
Array-based Vector - Rule of Three,baseline,366,2197
Circular Linked List,zimmerman,172,189
Array-based Vector - Rule of Three,baseline,486,1487
Understanding Pointers - First_Char,baseline,371,1150
Circular Linked List,chi,795,4521
Sorted List,zimmerman,172,114
Understanding Pointers - First_Char,baseline,494,298
Understanding Pointers - First_Char,zimmerman,715,777
Sorted List,baseline,704,1719
Sorted List,chi,490,293
Understanding Pointers - First_Char,baseline,233,1125
Sorted List,chi,781,2034
Understanding Pointers - First_Char,zimmerman,7,143
Circular Linked List,chi,402,3012
